Date,WIL5000,WIL5000:BofA_AAA,WIL5000:BofA_BBB,WIL5000:BofA_CCC,WIL5000:Gold
2012-10-02,1.0000000000017804,0.32423805048490334,0.6004758699949205,0.8318072067995887,0.47344881809416767
2012-10-03,1.0000000000014981,0.3262186067034671,0.600511984736614,0.8312302256475567,0.48594110036221555
2012-10-04,1.0000000000015767,0.3291427063168,0.6018420676273257,0.8311452355388206,0.5002084671875812
2012-10-05,1.0000000000017042,0.3289436916622128,0.602540712691529,0.8313673490373145,0.5169577316799534
2012-10-08,1.0000000000017013,0.33035151585494854,0.6027714885488104,0.8306744289270954,0.5284831052791383
2012-10-09,1.0000000000015188,0.3317549195328631,0.6020084823939216,0.8292161258812423,0.5410778896980456
2012-10-10,1.0000000000016975,0.3325865188582135,0.6009656717872417,0.8286780704301996,0.5490378222413007
2012-10-11,1.0000000000017701,0.33295179848024953,0.600643297416723,0.8286630968350241,0.5577104888302546
2012-10-12,1.000000000001388,0.3318316147060163,0.5991845736883696,0.8279830796584559,0.5653217869252978
2012-10-15,1.0000000000015266,0.3314160892664922,0.5994150816530858,0.828134916222996,0.574757165333496
2012-10-16,1.000000000001787,0.3306876972958387,0.6015733435843417,0.8293167938173229,0.5839624186745829
2012-10-17,1.0000000000017846,0.3303883568163046,0.6057952131914813,0.8320693226111477,0.5904723984999221
2012-10-18,1.00000000000141,0.3295020674525967,0.6088713503550375,0.8333532065464814,0.6072099469440448
2012-10-19,1.000000000001307,0.3286843938986242,0.6086876053716617,0.8320319122818428,0.6228305961295049
2012-10-22,1.0000000000012979,0.3289713511967493,0.6084373645266626,0.8303468317690782,0.6396383982400238
2012-10-23,1.0000000000014817,0.32818718101522487,0.6052024770102319,0.8265805204700573,0.658678253735427
2012-10-24,1.0000000000017326,0.32692978273391843,0.6020013253591799,0.8232397675326437,0.6733363960930363
2012-10-25,1.000000000001203,0.32553645297533895,0.6000045638914611,0.8206754561427163,0.6898682161925975
2012-10-26,1.000000000001628,0.32512425216249036,0.5992484676344253,0.819925361211814,0.6990773912798557
2012-10-31,1.000000000001628,0.3257668808778469,0.5983681781794635,0.8195825415494288,0.7068467795148118
2012-11-01,1.0000000000017009,0.3278860891495714,0.6007820362377505,0.8207882735728369,0.7149975817171899
2012-11-02,1.0000000000014333,0.3284136183966009,0.6009672958139815,0.8207359279486937,0.7241720842360257
2012-11-05,1.000000000001442,0.3295806458168662,0.6018539754615005,0.8211730410118606,0.7332133537499171
2012-11-06,1.0000000000017568,0.33053022595925846,0.6033786312498233,0.8219017934299226,0.739844731879112
2012-11-07,1.0000000000019793,0.32879690649123783,0.5999129015290162,0.8198328156184617,0.7462135452081269
2012-11-08,1.0000000000017732,0.32412718263690843,0.5919749396276591,0.8148729244703873,0.7516661723208417
2012-11-09,1.0000000000016827,0.3190028338365743,0.5841858098119451,0.8105937102510369,0.7588972175849205
2012-11-12,1.0000000000015279,0.3154652560292273,0.5783389629181184,0.8084558336549308,0.760861408283594
2012-11-13,1.000000000001593,0.3111641471281814,0.5718961886315211,0.8060323796635865,0.7632475268807934
2012-11-14,1.0000000000011058,0.3028802433165011,0.5607573988099788,0.7998674471827102,0.7656812291739381
2012-11-15,1.000000000001064,0.29380735817997566,0.5485870212112046,0.7937892250796946,0.770833749043832
2012-11-16,1.0000000000010247,0.2875277098685026,0.5397756104640147,0.7904442486227891,0.7786037057909941
2012-11-19,1.0000000000011797,0.2863527066977068,0.5374665913813902,0.7898659689741095,0.7883240942213718
2012-11-20,1.0000000000009308,0.2856909750554544,0.5357654566377182,0.7892713370776904,0.7970575930795101
2012-11-21,1.0000000000008042,0.2858781170847227,0.5352501394354093,0.7892251262351834,0.8072766942042523
2012-11-23,1.0000000000006724,0.28672932462016204,0.5364730251685814,0.7898627081217624,0.8190952839846224
2012-11-26,1.0000000000004297,0.2888724943172226,0.5385077937535995,0.7909526732453036,0.821986404119381
2012-11-27,1.0000000000002505,0.289395312200488,0.538577932440894,0.7906311654842967,0.8246867633665493
2012-11-28,1.000000000000408,0.2904510556026734,0.5397489802229382,0.7911772606411737,0.8291738278848877
2012-11-29,1.0000000000004605,0.28963954994446944,0.540007177418283,0.7908023367016795,0.833597483748141
2012-11-30,1.0000000000005138,0.28972753571558735,0.5410104753735497,0.791226206572686,0.8374914953979151
2012-12-03,1.0000000000003721,0.2907237534089735,0.5425084318848311,0.791933787840052,0.8405839590292978
2012-12-04,1.0000000000004725,0.29267188233096075,0.5444796088258963,0.7927481975844821,0.8425290376206604
2012-12-05,1.0000000000005496,0.2946131560384671,0.5464527434253248,0.7931464753510999,0.8451494254059704
2012-12-06,1.0000000000005913,0.30241201510717713,0.5533226145318918,0.7966926796584647,0.8453922625647263
2012-12-07,1.0000000000003637,0.3114632534259658,0.5613164371084609,0.799550030246967,0.8458477500550934
2012-12-10,1.0000000000006737,0.32316944254923846,0.5713576867720906,0.8036548424776317,0.8468891376145531
2012-12-11,1.000000000000708,0.3358312863169954,0.5823979661795087,0.8085636612888494,0.8473744872781434
2012-12-12,1.0000000000006308,0.3520511086575802,0.5955437923823504,0.813745938206345,0.8482683188264609
2012-12-13,1.0000000000006337,0.36544015350297365,0.6064154117000393,0.817156719054307,0.8483229450293606
2012-12-14,1.0000000000007434,0.3769664972254015,0.6154224972623831,0.819458674475504,0.8488701680361667
2012-12-17,1.0000000000008455,0.38506124769478756,0.623251888046061,0.8227216820782813,0.8485647436156611
2012-12-18,1.0000000000004874,0.39206653395457547,0.6320451908199021,0.8284385313974799,0.8463661988670801
2012-12-19,1.0000000000002989,0.40629558147702377,0.6453442572346405,0.8359797165260504,0.8422682091383379
2012-12-20,1.0000000000001503,0.4179401669540662,0.6571504613085095,0.8431204318737235,0.8350533741305957
2012-12-21,1.0000000000001266,0.4293556558492031,0.6672181349493364,0.8480012847689218,0.8303031915562382
2012-12-27,0.9999999999999033,0.43983942204345683,0.6755492612486523,0.8512699549096743,0.8278158924761958
2012-12-28,0.9999999999997289,0.4530120445310522,0.6842340132970542,0.8532439864332374,0.8267619427848865
2013-01-02,0.9999999999993903,0.46467987257575727,0.6980200334082842,0.8624918538911409,0.8225998747491751
2013-01-03,0.9999999999996785,0.4756667281515058,0.7117538870831404,0.8704649473869643,0.8169366983526976
2013-01-04,0.9999999999995588,0.4788492582924955,0.7213801626914702,0.8766273910247839,0.8060192670345445
2013-01-07,0.99999999999964,0.48219175902189415,0.7307078293517567,0.8825746172028693,0.7954568160559402
2013-01-08,0.9999999999999563,0.4753995076029378,0.7327881023757441,0.8847356346595743,0.7877145806255652
2013-01-09,0.9999999999998873,0.47155881188227783,0.7366088129158409,0.8880841557488915,0.7797957398045987
2013-01-10,0.999999999999788,0.4701689034833372,0.7429357813186691,0.8934625278744819,0.7729565322640026
2013-01-11,0.9999999999997984,0.4655921056879146,0.7465368281129786,0.896892716033304,0.7642158104312395
2013-01-14,0.9999999999997934,0.4618878670374216,0.7499022911644494,0.9000063538061915,0.7569661538352135
2013-01-15,0.9999999999999488,0.4647302886366042,0.7564178736289187,0.9046043374896519,0.751357103320491
2013-01-16,0.9999999999999943,0.4659181471869959,0.7617664389135053,0.9084413798623187,0.7454039896626052
2013-01-17,1.0000000000002005,0.4615147090911744,0.7651382300120891,0.9117529993410997,0.7384915901202301
2013-01-18,1.0000000000003286,0.4602698687754967,0.7692368525351555,0.9152043801142467,0.7331682052870306
2013-01-22,1.0000000000001932,0.45624908916357537,0.7715054602280396,0.9178259749821809,0.7272332715777108
2013-01-23,1.000000000000145,0.45331949931425247,0.7743271780889293,0.9206382139926234,0.7219919563675619
2013-01-24,1.0000000000000517,0.4547978305481548,0.7796973018901476,0.9245222869318311,0.7134149723269655
2013-01-25,0.9999999999998899,0.44896254983482664,0.7843300886856416,0.9292296357410791,0.7020001535708481
2013-01-28,0.9999999999998899,0.44317264947731205,0.7892363033635619,0.9337316524589189,0.6908939033138698
2013-01-29,1.000000000000088,0.4327087999127766,0.7922958340323274,0.9372592814538108,0.6808038689270183
2013-01-30,1.000000000000057,0.42415304355065914,0.7968149724968324,0.9406204874481434,0.6745510525245872
2013-01-31,1.000000000000184,0.41483704473988403,0.8005550677839565,0.9434794739183832,0.6666591018067735
2013-02-01,1.000000000000097,0.3979342280993536,0.800907750051236,0.9452735086535642,0.6577667691839323
2013-02-04,1.0000000000000315,0.3818235508841545,0.8005632886934216,0.9463062693551703,0.6510370234667074
2013-02-05,1.000000000000079,0.3579453282130692,0.7978412284784718,0.9470682568383947,0.6428136434567363
2013-02-06,1.0000000000000784,0.3364904478099285,0.7952708380801162,0.9476151832454485,0.6340588459231277
2013-02-07,1.00000000000018,0.3181913625305941,0.7936914406347122,0.9480894328578007,0.6252078348382354
2013-02-08,1.0000000000001301,0.29776500076335927,0.7910992751348612,0.948109632619053,0.6151520271648667
2013-02-11,1.0000000000000562,0.2775547470640395,0.7880037862662912,0.9482209692996678,0.600990687133998
2013-02-12,1.0000000000001472,0.25162783059282173,0.7838123374269906,0.9482689735491072,0.5851596028415716
2013-02-13,1.000000000000023,0.22094264192489824,0.7787083789119363,0.9483815643699797,0.5679158658017839
2013-02-14,1.0000000000000047,0.19448875657155446,0.7736243215308406,0.9484128925122197,0.5491375358539722
2013-02-15,1.0000000000000777,0.1622949728379744,0.7677096428943391,0.9485358265619339,0.5262866111025765
2013-02-19,0.9999999999999296,0.12742422704758186,0.7613659990196039,0.9481629882641766,0.5015821926028926
2013-02-20,1.0000000000001708,0.09096381239831464,0.7565172132541947,0.9483005590634493,0.4758012231051779
2013-02-21,0.9999999999999002,0.06354896471909217,0.7529310288536566,0.948376328421282,0.44741916816638805
2013-02-22,1.0000000000000653,0.0331590452176154,0.7490456409296979,0.9484283366766961,0.4178959689960646
2013-02-25,1.0000000000001403,0.008846413608193372,0.7465545788556532,0.9481954086128709,0.39510830982087075
2013-02-26,1.0000000000000469,-0.011195156675006404,0.7451646462082786,0.9484333080822333,0.3735597977539399
2013-02-27,1.0000000000001212,-0.0331313499796646,0.7413608422748623,0.9483530544596535,0.34641109386430025
2013-02-28,1.0000000000000864,-0.05226645102246588,0.7377820893520991,0.9482667511602174,0.31738036186338936
2013-03-01,1.0000000000001639,-0.0664766784216017,0.7336046906737671,0.94802830359018,0.2913417194001808
2013-03-04,1.0000000000001545,-0.09293862401201015,0.7295014521403373,0.9478982511614514,0.26808390210915317
2013-03-05,1.0000000000000662,-0.12196671749793085,0.724486350123511,0.9475949154035523,0.24001515467892315
2013-03-06,1.0000000000001936,-0.1544990908341557,0.7194973949837273,0.9474902892318144,0.2078461655742731
2013-03-07,1.0000000000003075,-0.19222060803638466,0.7118221696064225,0.9471021126728785,0.17604359741956294
2013-03-08,1.0000000000004787,-0.23943321210681767,0.703293570787197,0.946616389785885,0.14784578804421938
2013-03-11,1.0000000000005296,-0.28291911273505554,0.693825201453087,0.9460178067087808,0.12096088497019852
2013-03-12,1.0000000000005709,-0.3207644259074299,0.6867169918925038,0.9457847566603996,0.09795659393216292
2013-03-13,1.0000000000006104,-0.3520297618153131,0.6808057085685902,0.9458923989762109,0.07664663784290794
2013-03-14,1.0000000000004918,-0.3846946881073818,0.6742342501500359,0.9460239833248312,0.05292751754475916
2013-03-15,1.0000000000004838,-0.4158199888478273,0.6706435620174248,0.9466631852467609,0.033977027202523796
2013-03-18,1.000000000000587,-0.4443142398946387,0.6680748423889928,0.9472160839527264,0.014884082975319398
2013-03-19,1.000000000000387,-0.46989733876968764,0.6632179972781456,0.947318269818528,-0.007847891284831456
2013-03-20,1.0000000000003573,-0.5052287387553734,0.658015661073888,0.9473334217094161,-0.03342811613156677
2013-03-21,1.0000000000003957,-0.5363079593174764,0.6510282613402205,0.9473600224268227,-0.0594206282949883
2013-03-22,1.0000000000003455,-0.5673007085921588,0.6442469419309321,0.9472600913703316,-0.08545209104608377
2013-03-25,1.0000000000003817,-0.5951917372301795,0.6388411404809512,0.9473030020281691,-0.11165381888338267
2013-03-26,1.0000000000003697,-0.6175284275408248,0.6327323955075216,0.9471972873328307,-0.14205675089274056
2013-03-27,1.0000000000004337,-0.6370145023463696,0.6319763210122211,0.947606365268604,-0.16112976197018258
2013-03-28,1.0000000000003562,-0.6482272040802607,0.6306514052523743,0.9479754051512453,-0.18150438899475382
2013-04-02,1.0000000000003784,-0.6631331472363785,0.6315611678925278,0.9488231274500227,-0.19961692248972598
2013-04-03,1.0000000000003308,-0.672972917380271,0.6325965081428188,0.9494611266029354,-0.21918202337413925
2013-04-04,1.0000000000004112,-0.6722256403816269,0.633004365047672,0.9498160217091844,-0.24622022551796693
2013-04-05,1.0000000000004383,-0.6539267212622514,0.6338987329943055,0.9500289399376417,-0.270448006679146
2013-04-08,1.0000000000003684,-0.6408592390931682,0.6337376236241568,0.9501390243905367,-0.2943117716699044
2013-04-09,1.0000000000004945,-0.6301684926522658,0.6333573464861401,0.9502592876061169,-0.3214153256164335
2013-04-10,1.000000000000596,-0.6242329551319851,0.6318777366328712,0.9502022322526117,-0.35502114573655735
2013-04-11,1.0000000000005689,-0.6140509318032609,0.6326804428762315,0.9504018614659975,-0.3797402699046836
2013-04-12,1.000000000000513,-0.5899647282213177,0.6344557377521547,0.950616581807975,-0.40863798198607837
2013-04-15,1.0000000000005436,-0.5712389877500165,0.6347773614531008,0.9506775907559447,-0.43496684506484784
2013-04-16,1.0000000000005729,-0.5503719928540218,0.636999010266475,0.9513004464184336,-0.4652540310006061
2013-04-17,1.0000000000004565,-0.5345427114398326,0.6379626358270634,0.9515846141165634,-0.4866887920163373
2013-04-18,1.0000000000005225,-0.5148844436056306,0.6372635173174018,0.951236013487168,-0.5077320001686726
2013-04-19,1.000000000000521,-0.4940555504858346,0.6365977204817108,0.9510648270651221,-0.5337501718749602
2013-04-22,1.0000000000004463,-0.4681741225752324,0.6360327603214819,0.9508667615739882,-0.5602598489648466
2013-04-23,1.000000000000337,-0.4408779177085508,0.636193559750403,0.9507472017051349,-0.585611032514426
2013-04-24,1.000000000000422,-0.4148675131672426,0.6370907847160164,0.9508395041159683,-0.6051341691332701
2013-04-25,1.0000000000002616,-0.3955637487665344,0.639284886712848,0.9515711954208265,-0.6216244805007494
2013-04-26,1.0000000000003308,-0.3668604692683739,0.6418498128634772,0.9521110724260302,-0.6368274516575335
2013-04-29,1.0000000000004279,-0.33878190568173944,0.6444472770263686,0.9524894812938264,-0.6525874801056911
2013-04-30,1.0000000000003906,-0.31147453765468985,0.6464404102127848,0.9527714807171127,-0.6715640291353082
2013-05-01,1.0000000000002272,-0.27946306544379473,0.6478639822467945,0.9528053074908232,-0.6905599327202481
2013-05-02,1.0000000000002212,-0.25121377734618766,0.6511007071060652,0.9533240679138646,-0.7060243616418733
2013-05-03,1.0000000000000668,-0.23469175043805163,0.6536652443684503,0.9539514549121673,-0.7204692189200669
2013-05-07,1.0000000000000988,-0.22679258319038823,0.6565005783114236,0.9548617891212776,-0.7348961433178495
2013-05-08,1.0000000000002345,-0.21700392575561753,0.659955218803246,0.955629130773366,-0.7476457613608093
2013-05-09,1.00000000000023,-0.21115615756924724,0.6630906749404056,0.956476071041711,-0.7595773756127077
2013-05-10,1.0000000000002767,-0.21379938743627075,0.664059153686518,0.9573307948630455,-0.7720092650904732
2013-05-13,1.0000000000001945,-0.21826086869550357,0.6640742292240808,0.958010949216601,-0.7835117619979295
2013-05-14,1.0000000000001787,-0.23223339893360226,0.6632139958971915,0.9582828566680104,-0.7970556347654676
2013-05-15,1.0000000000001685,-0.246843388672816,0.6637974830277965,0.9585486878618079,-0.8101656112922097
2013-05-16,1.0000000000002403,-0.2536428260702591,0.6689064282264259,0.9596436587216657,-0.8215839258803631
2013-05-17,1.000000000000176,-0.269074958957478,0.6716553748114251,0.9604811949383969,-0.832156685195937
2013-05-20,1.0000000000001739,-0.28417828541848367,0.6742291111403084,0.9614108267194724,-0.8421569768218299
2013-05-21,1.000000000000184,-0.29710560852970613,0.676720728242206,0.9620419258649211,-0.8503907123108898
2013-05-22,1.0000000000001728,-0.31137911956143066,0.676362256364618,0.9630185355976655,-0.8570174051261884
2013-05-23,1.0000000000001252,-0.3219474228448925,0.6745831351211478,0.9634684125353598,-0.8628080855025502
2013-05-24,1.0000000000002238,-0.3308457195793121,0.674241910026024,0.9641699049989123,-0.867776098190431
2013-05-28,1.0000000000002478,-0.3458998972043943,0.6688368805408136,0.9646279741915095,-0.872882259383066
2013-05-29,1.0000000000002633,-0.35962334522063244,0.6632661173581839,0.9650070852080763,-0.8776310041384522
2013-05-30,1.0000000000002194,-0.3727070358981669,0.6553840827366173,0.9649471989606102,-0.8826323658748984
2013-05-31,1.0000000000002767,-0.38254981431187146,0.6466575394512339,0.9653705414169764,-0.8873701513672392
2013-06-03,1.0000000000002174,-0.3913512040492821,0.6376671716817914,0.9654619079612256,-0.8900651791470441
2013-06-04,1.0000000000002063,-0.40102622322206793,0.6276558239875669,0.965592155073666,-0.8927095908356661
2013-06-05,1.0000000000002311,-0.4104433102222715,0.6216502653437648,0.9664193640245788,-0.8935928765644935
2013-06-06,1.0000000000001288,-0.4192020155510674,0.6148274333653538,0.9667152830155011,-0.8945373394606305
2013-06-07,1.0000000000001765,-0.4334439951053338,0.601085358321556,0.9664673675641431,-0.8958767714422736
2013-06-10,1.0000000000001028,-0.44797562840794086,0.5840774823333027,0.9662531391909353,-0.8971277141079037
2013-06-11,1.0000000000000713,-0.46212798967537905,0.5674534984865126,0.9658237092872495,-0.8977462656430301
2013-06-12,1.0000000000000935,-0.47316278078707635,0.5529323876758208,0.9664430808505919,-0.898196569328079
2013-06-13,1.0000000000000475,-0.4873455439950082,0.5405629797047626,0.966079473781446,-0.9002496887554752
2013-06-14,1.000000000000009,-0.49836250094987633,0.5314296286873108,0.966054419784582,-0.9016998127873336
2013-06-17,1.000000000000066,-0.5104521789968958,0.5181766664447826,0.9658372498866098,-0.9032582619777266
2013-06-18,0.9999999999999261,-0.5218653929743222,0.501255157257305,0.9653567496672967,-0.9050381295014883
2013-06-19,0.9999999999998785,-0.5307342345432731,0.4782656567826542,0.965492576937002,-0.9060180120863194
2013-06-20,0.9999999999999545,-0.529143535112706,0.4466702529433867,0.9657117578623233,-0.9026849684472343
2013-06-21,0.999999999999966,-0.5252916708385086,0.40810687858641836,0.9657095245165394,-0.8994472589493361
2013-06-24,0.9999999999999705,-0.516905757092959,0.36749173404893537,0.965245914511949,-0.8939777025763264
2013-06-25,0.9999999999999436,-0.5106352631901875,0.3249688421042275,0.964402656299419,-0.8896797164613716
2013-06-26,0.9999999999998672,-0.5106177640106798,0.28710200856320905,0.9637120160390501,-0.8852415240764496
2013-06-27,0.9999999999998088,-0.513740199520421,0.252757790384446,0.9628493466838292,-0.8820833524727321
2013-06-28,0.9999999999998764,-0.5163484165559581,0.22330265885756076,0.9624525436395255,-0.8770095370639374
2013-07-01,0.9999999999999073,-0.5201280926329278,0.19461715301209478,0.9619692328423843,-0.8753160084372549
2013-07-02,0.9999999999998717,-0.523813670866661,0.169274743237763,0.9617914075567627,-0.8740650828127238
2013-07-03,0.9999999999999463,-0.5281032513328902,0.1434328296382914,0.961818972604023,-0.8734668802804078
2013-07-05,1.0000000000000056,-0.533710051476096,0.10759419252814623,0.9609611465439506,-0.8729131272469665
2013-07-08,1.0000000000000147,-0.5410616817158989,0.07527342356451494,0.959527818536979,-0.8731907476499488
2013-07-09,1.000000000000017,-0.5491230871884477,0.04378529898269054,0.95767524961989,-0.873965135640028
2013-07-10,0.999999999999936,-0.5560915001420693,0.013596320831124668,0.9560404839503394,-0.8745458228140507
2013-07-11,0.9999999999999829,-0.5638840039299207,-0.01268264528447049,0.9543302347964867,-0.8757821702135741
2013-07-12,1.0000000000000266,-0.5714982921285713,-0.03764052951121159,0.9526102475940037,-0.8769541030261914
2013-07-15,0.9999999999999755,-0.5784129796448091,-0.05846620445797472,0.9514627904343769,-0.8782635993861199
2013-07-16,0.9999999999999378,-0.5849086399620443,-0.07605157336278068,0.9511837485004101,-0.8795606120359386
2013-07-17,0.9999999999999507,-0.5917933118469647,-0.09223522619265413,0.9510833339937947,-0.8809579314721359
2013-07-18,0.9999999999999651,-0.5998040062418823,-0.1086856908542175,0.9508253772484545,-0.8823606335878761
2013-07-19,1.0000000000000344,-0.6057203983350108,-0.12160870676516725,0.9502837224438846,-0.8832248057853815
2013-07-22,1.0000000000000817,-0.6113650896480372,-0.13380841518136552,0.9497980474879663,-0.8835657264939994
2013-07-23,0.99999999999996,-0.6167494131918115,-0.14626903013581066,0.9492466387782335,-0.8840101438277075
2013-07-24,0.999999999999967,-0.6223615166827241,-0.16047452860863576,0.9485204555272535,-0.8845701919633523
2013-07-25,1.0000000000000375,-0.6293176258870237,-0.1767608301968605,0.9472495985352372,-0.884986339828347
2013-07-26,1.0000000000000902,-0.6340456684976888,-0.18954676225580266,0.9458852931211913,-0.8852721428081328
2013-07-29,1.0000000000000548,-0.6374379331859232,-0.2001440237617133,0.9450464639947204,-0.8855210344842346
2013-07-30,0.9999999999999986,-0.6413247708645942,-0.21165790899370251,0.9446574936817695,-0.8857724249781446
2013-07-31,0.999999999999965,-0.6451497646931419,-0.22334298775405398,0.9437928447174406,-0.8867513699700934
2013-08-01,0.9999999999999275,-0.6505181403651019,-0.23771302474531253,0.9422679533329461,-0.8874854694208193
2013-08-02,1.00000000000003,-0.6552199489843695,-0.2503869997656719,0.9405572992879707,-0.8879842507433396
2013-08-05,0.9999999999999201,-0.6587010550840962,-0.26213767138857197,0.938362832112851,-0.8884764241922524
2013-08-06,1.000000000000015,-0.6610465303068815,-0.27202039529866295,0.9362410562826099,-0.8895870786936044
2013-08-07,0.9999999999999544,-0.6626209954386962,-0.2810927172379344,0.9341805983805064,-0.8900376588456385
2013-08-08,1.0000000000000253,-0.66406032976342,-0.2895701126978396,0.9318746151756877,-0.8903748404933793
2013-08-09,1.000000000000047,-0.6648907122817741,-0.298336463833207,0.9297438664304808,-0.8908966298789015
2013-08-12,1.0000000000001499,-0.6660811584514447,-0.3082997108344452,0.9272390221928187,-0.8914533047504862
2013-08-13,1.0000000000000466,-0.6687604042756037,-0.32139287495658914,0.9245241707004145,-0.8929807320738378
2013-08-14,1.000000000000135,-0.6704901520848837,-0.3334652477816111,0.9222926530199874,-0.8942080704334362
2013-08-15,1.0000000000000977,-0.6707322151350132,-0.3445012954095131,0.9209623944677616,-0.8941543375474189
2013-08-16,1.0000000000000644,-0.6709011100680791,-0.35690184652602863,0.9195673828364622,-0.893621733042822
2013-08-19,1.000000000000137,-0.6699526768854569,-0.368907817313196,0.9182676179079569,-0.8933021785755026
2013-08-20,1.000000000000211,-0.6705601108061293,-0.380620736003886,0.9175343606845934,-0.8922951408420111
2013-08-21,1.0000000000003073,-0.6692112904240812,-0.39021202606463984,0.9166202360432402,-0.8911104955795783
2013-08-22,1.0000000000003921,-0.6688295434137796,-0.4007243914416439,0.9149148181967182,-0.8897022863948775
2013-08-23,1.0000000000003848,-0.6692265243396863,-0.4101444830089454,0.9137272143849786,-0.8888091678521269
2013-08-27,1.000000000000298,-0.6678440543915923,-0.41598842590241464,0.9131058575124462,-0.8872479365290955
2013-08-28,1.0000000000002616,-0.6662881886219537,-0.4219125001058471,0.9123886632043454,-0.8855061838382294
2013-08-29,1.0000000000003162,-0.6655608527431014,-0.4284788600671292,0.911147193520575,-0.8840031053264608
2013-09-03,1.0000000000003066,-0.6639293801382038,-0.4344451008948664,0.909763985860321,-0.8832624301825631
2013-09-04,1.0000000000002562,-0.6628621927071484,-0.4410941954208602,0.9080539727501221,-0.8825186814930056
2013-09-05,1.0000000000003861,-0.6609012013156695,-0.44748710634601396,0.9061974434115555,-0.8816825714980749
2013-09-06,1.0000000000002236,-0.6601763487093972,-0.45484844772885846,0.9043093460559799,-0.8804497313445252
2013-09-09,1.0000000000003222,-0.6607726634175894,-0.4625922459081812,0.902280276904345,-0.878268200127474
2013-09-10,1.0000000000002531,-0.662758761561215,-0.4720287619716586,0.9002947620337852,-0.8764394470328569
2013-09-11,1.0000000000002525,-0.6656776851988788,-0.48248370306176547,0.8980593335248416,-0.8740821180879658
2013-09-12,1.000000000000142,-0.668856688697152,-0.49303166389486763,0.895732458018563,-0.8734791338140836
2013-09-13,1.0000000000002958,-0.671838646365763,-0.503006940939043,0.8929951608769078,-0.8729887338877438
2013-09-16,1.0000000000003268,-0.6757764100228252,-0.5135938856921994,0.8910635387877742,-0.871840636399007
2013-09-17,1.0000000000004021,-0.6810622445757909,-0.5248067248620789,0.8896512750979748,-0.8705573095189767
2013-09-18,1.000000000000329,-0.6848458726163759,-0.5331766409568577,0.8873759272707592,-0.8699783028193551
2013-09-19,1.0000000000003728,-0.6887280885277565,-0.5406072650094812,0.8862332799301526,-0.86715728089387
2013-09-20,1.0000000000003249,-0.6910888989805497,-0.5464191856130518,0.8845849635203505,-0.8659648866090911
2013-09-23,1.0000000000004243,-0.6923380770632189,-0.5509228386759017,0.8821490101421291,-0.8662330996120761
2013-09-24,1.0000000000005196,-0.6931116324759485,-0.5550605727067863,0.8789883518249787,-0.8674386236904588
2013-09-25,1.0000000000006517,-0.6944687992404721,-0.5579673170729906,0.8777526082319254,-0.8655961456587248
2013-09-26,1.0000000000005147,-0.6978709883894867,-0.5621540493102802,0.8762365399850675,-0.8634617738866832
2013-09-27,1.0000000000005893,-0.70094205312821,-0.5655852811385166,0.8747870957284511,-0.8618946377242959
2013-09-30,1.0000000000005227,-0.7038847227356002,-0.5688447058985527,0.8728866400355935,-0.861001414996978
2013-10-01,1.0000000000004676,-0.7065347109917599,-0.5717674851999206,0.8706336851698314,-0.8603582395035826
2013-10-02,1.000000000000397,-0.7083725258663084,-0.5733977764845114,0.8686193714102731,-0.8591941467260604
2013-10-03,1.000000000000523,-0.7103162159221127,-0.5751487200618426,0.8669424838423083,-0.8575176633739291
2013-10-04,1.000000000000263,-0.712068390317421,-0.5766192083700704,0.8652905954464472,-0.856079167913561
2013-10-07,1.0000000000002967,-0.7129905804355757,-0.5775399782112187,0.8634257192181263,-0.8542797760645039
2013-10-08,1.000000000000271,-0.7129200524560619,-0.5779802063181356,0.8609640093038162,-0.852116414152566
2013-10-09,1.0000000000003224,-0.7129055725670012,-0.5784758868736503,0.8583355172532511,-0.8500256003800976
2013-10-10,1.000000000000273,-0.7143752378199099,-0.5795615500869382,0.8565374182558964,-0.8481060861096125
2013-10-11,1.000000000000244,-0.7145205336714439,-0.57891520085458,0.8549145370044192,-0.8465352168788395
2013-10-14,1.0000000000002367,-0.714015883836604,-0.5773026613945209,0.8535422105177767,-0.8445054282619829
2013-10-15,1.0000000000003726,-0.7140330941077666,-0.5764413363140373,0.8524401155566944,-0.8428467858786395
2013-10-16,1.0000000000003229,-0.7127418926522551,-0.5735175964745328,0.8517440838559225,-0.8409805232914411
2013-10-17,1.0000000000003213,-0.711001908708488,-0.5691561160543526,0.8516367619220084,-0.8370520147597563
2013-10-18,1.0000000000002156,-0.7087549864256497,-0.5636986177926242,0.8520904504670727,-0.8324567210188392
2013-10-21,1.0000000000003189,-0.7074988324615418,-0.558936760843254,0.8526894036537042,-0.8278825377038648
2013-10-22,1.0000000000003397,-0.7040259632782515,-0.5516378662200065,0.8532689502094117,-0.8213814586719242
2013-10-23,1.0000000000001767,-0.7004916680947191,-0.5445121721798777,0.8534343171251348,-0.8155861311191658
2013-10-24,1.0000000000003395,-0.697329756724844,-0.5378722343799865,0.8541944139548964,-0.8089199803657129
2013-10-25,1.0000000000003675,-0.693012379986927,-0.5304068122702559,0.8544062452714091,-0.8008001176310202
2013-10-28,1.0000000000002949,-0.6892832772352299,-0.5234831700447383,0.8550508338833274,-0.7921822100674016
2013-10-29,1.0000000000004374,-0.683983168832449,-0.5148846269579523,0.8558386719103195,-0.7838114529839854
