Date,WIL5000,WIL5000:BofA_AAA,WIL5000:BofA_BBB,WIL5000:BofA_CCC,WIL5000:Gold
2015-01-05,0.9999999999998087,0.6151885630785189,0.583480863203738,-0.4151871975121427,-0.5959717932568369
2015-01-06,0.9999999999995143,0.6033579899017106,0.5728285343886059,-0.41998321926700355,-0.5918435405410113
2015-01-07,0.9999999999991362,0.5979365764127509,0.5622444093370382,-0.4313009157210766,-0.5887550253046178
2015-01-08,0.9999999999990001,0.5993640357160239,0.5537176870358159,-0.44608032996591024,-0.5838172790078134
2015-01-09,0.9999999999992604,0.5983736359028977,0.5459153106364929,-0.45751273065688236,-0.5832321049168552
2015-01-12,0.999999999999145,0.5937118688957024,0.538846840886566,-0.46528373378447585,-0.5809223373906706
2015-01-13,0.9999999999991313,0.5867918589677986,0.5306578148876283,-0.47210098473833817,-0.5784670477255411
2015-01-14,0.9999999999990489,0.5778685148480684,0.5237098205805373,-0.4757264203260806,-0.5772440008865245
2015-01-15,0.9999999999990438,0.5631747129325563,0.5103659840624916,-0.47608967197444907,-0.5752788314272743
2015-01-20,0.9999999999989141,0.556956237519854,0.5029823464023963,-0.4806715044054913,-0.5669614916986381
2015-01-21,0.9999999999987135,0.5533559125255801,0.49352431571755784,-0.48763233250628857,-0.5553807759781602
2015-01-22,0.9999999999989685,0.5552374758838357,0.4870384046856205,-0.4980975174743873,-0.5388095182676624
2015-01-23,0.9999999999986638,0.5549635877737927,0.48185229837241966,-0.5065451517445015,-0.5241961433907043
2015-01-26,0.9999999999989198,0.5575674187165361,0.4795946347329967,-0.5151340995559008,-0.5125512740885532
2015-01-27,0.9999999999987238,0.5565563336574126,0.47410173264841415,-0.5205812105374771,-0.504313030439425
2015-01-28,0.9999999999985063,0.5479626052078873,0.46092547745132173,-0.5221654901094279,-0.4991118874513224
2015-01-29,0.9999999999983413,0.5445188972679268,0.4513226363107544,-0.5267918975551765,-0.49036428486578126
2015-01-30,0.9999999999981889,0.5330368179780762,0.4353226751534879,-0.5276537762759517,-0.48569787957575594
2015-02-02,0.9999999999986157,0.528697200101156,0.4257326406729584,-0.5317375962445499,-0.4799472404869502
2015-02-03,0.9999999999982425,0.5308991234282501,0.4217561198165763,-0.538306501958835,-0.4717754657786228
2015-02-04,0.9999999999983071,0.5313331006502138,0.4181769680142703,-0.542671974430932,-0.46243164618162363
2015-02-05,0.9999999999985183,0.5357240673970795,0.41921367437090035,-0.5479636380882158,-0.45280841922893467
2015-02-06,0.9999999999988091,0.539587494175361,0.4182038223645385,-0.552400604822477,-0.4453591401553391
2015-02-09,0.9999999999983378,0.543782926810502,0.4168683402617674,-0.5575015682323615,-0.43941868807843837
2015-02-10,0.9999999999984457,0.5479933089289094,0.41512205242040795,-0.5625461078025722,-0.43472083424109514
2015-02-11,0.9999999999983105,0.5513102297601301,0.41318741016201643,-0.5666124006194527,-0.42983556996596034
2015-02-12,0.9999999999980385,0.556399563315768,0.41355925155187273,-0.5711841900631821,-0.4255551365745037
2015-02-13,0.9999999999983306,0.5584657722319407,0.41178051051312353,-0.574575851053687,-0.42008822977866783
2015-02-17,0.9999999999983336,0.556264980749101,0.403403120622833,-0.5770790767053589,-0.417784092430543
2015-02-18,0.9999999999981755,0.5571601573050524,0.40325498455033304,-0.578614299946331,-0.4174968698754435
2015-02-19,0.99999999999824,0.5571615010897276,0.4029820735525462,-0.5794927263908266,-0.41898130939322076
2015-02-20,0.9999999999984606,0.557855516618985,0.40591855471755484,-0.5792947662178924,-0.42249377685691647
2015-02-23,0.9999999999983912,0.5611501222386642,0.41400101817747276,-0.5783392085965047,-0.42784812513275416
2015-02-24,0.9999999999982846,0.5662507550653828,0.42606760632849383,-0.5762160236633448,-0.43636656347994096
2015-02-25,0.9999999999981101,0.5705983486509733,0.43623634756160135,-0.5731297166011198,-0.4423995422644643
2015-02-26,0.9999999999984538,0.5725288413849233,0.44223506165936455,-0.5692631703585681,-0.4484468058155006
2015-02-27,0.9999999999983908,0.5745029701360375,0.44807780409396286,-0.5656640782026747,-0.45259567860145045
2015-03-02,0.9999999999986874,0.5747287564841863,0.45324131369659376,-0.5608647848112097,-0.4549085706886242
2015-03-03,0.9999999999990503,0.5745947680288626,0.4576794768010087,-0.5570972445037682,-0.4576152638034889
2015-03-04,0.9999999999987408,0.5747889329469478,0.4617499639939969,-0.5545704928718912,-0.4621069859977168
2015-03-05,0.9999999999989766,0.5753025083954753,0.46631990668455875,-0.5517635256410609,-0.46549034743653944
2015-03-06,0.9999999999986076,0.5724829270909189,0.46379389814477545,-0.5497803030126971,-0.47096559512801933
2015-03-09,0.9999999999988731,0.5700462941461866,0.4620566071726745,-0.5471338054424063,-0.47712560339087395
2015-03-10,0.9999999999987863,0.5683803360876911,0.45989425472780787,-0.5451833399860785,-0.4794810152534976
2015-03-11,0.9999999999991848,0.5669579734515842,0.45792385709584077,-0.5431415254993132,-0.4813693307635723
2015-03-12,0.9999999999987574,0.5665309973419232,0.45821932376138125,-0.5415057359597505,-0.4869923242193672
2015-03-13,0.9999999999987486,0.5665558681986334,0.45868005040205406,-0.5410532939984852,-0.49101676800783395
2015-03-16,0.9999999999985555,0.5676257337021027,0.4599701390948139,-0.5410798484521836,-0.4963450698283839
2015-03-17,0.9999999999988317,0.5693986120137025,0.4625499445163622,-0.5418488570718664,-0.5008640119603298
2015-03-18,0.9999999999989417,0.5739072368714618,0.4698203654390466,-0.5426659407296454,-0.5075237322547312
2015-03-19,0.9999999999986131,0.5766429272398633,0.47460140344252977,-0.5416367972647644,-0.5100362938715206
2015-03-20,0.9999999999987389,0.5817158929282358,0.4837498896464577,-0.5411113467479248,-0.5117559027770007
2015-03-23,0.9999999999987922,0.5864559298686521,0.49286623463393986,-0.5403651860537325,-0.5127009215061081
2015-03-24,0.9999999999988191,0.5912597016502046,0.5011341841636658,-0.5400774237561463,-0.5132573608924367
2015-03-25,0.9999999999992412,0.5931570579108085,0.5042831619350566,-0.5396928422509056,-0.5130912427599149
2015-03-26,0.9999999999988008,0.595298805163744,0.5071333679958755,-0.5406565994403499,-0.5142424859960255
2015-03-27,0.9999999999988899,0.5985555712686861,0.5113613483347067,-0.5413867170387018,-0.5158448613628452
2015-03-30,0.9999999999987349,0.6043536831856889,0.5198102121745084,-0.5429565093079267,-0.5198296679972206
2015-03-31,0.9999999999989414,0.6076718842252002,0.5245395711726888,-0.5432223965837109,-0.5215693388611772
2015-04-01,0.999999999998765,0.6090745234583672,0.526504294081495,-0.5418574584651806,-0.5204917686487035
2015-04-02,0.9999999999986094,0.6114703905244084,0.5302422958680747,-0.5413794329291814,-0.5204037082790953
2015-04-07,0.999999999998817,0.6136090923870527,0.5343244610661051,-0.5388254823686774,-0.5178675683742757
2015-04-08,0.9999999999985848,0.6163534405868308,0.5395867793312007,-0.5357869836004723,-0.5158029031267979
2015-04-09,0.9999999999986124,0.618954726789182,0.5453444830767962,-0.5332158131385104,-0.515833739067488
2015-04-10,0.9999999999988661,0.6213054922510879,0.5515478289565184,-0.5291166822666179,-0.51298588469218
2015-04-13,0.9999999999985507,0.6241003536084856,0.5571586437700711,-0.5256388952956674,-0.5122432868055609
2015-04-14,0.9999999999986376,0.6259171066567036,0.5625397401314384,-0.5195260511052512,-0.5096372541108114
2015-04-15,0.9999999999985136,0.6291482274433791,0.5696001844476541,-0.5142430383696442,-0.5093162537288634
2015-04-16,0.9999999999985482,0.6320618506909685,0.5760955248393546,-0.5082897922520381,-0.506456828958919
2015-04-17,0.9999999999984897,0.6345446942519916,0.5794514324602243,-0.5047797070614481,-0.5054954095549702
2015-04-20,0.9999999999986234,0.637461684846969,0.5850723468549857,-0.5003143269872771,-0.5056223156220978
2015-04-21,0.9999999999985367,0.6402192664455357,0.5899565743706418,-0.49581459794219984,-0.5055890471772901
2015-04-22,0.9999999999987267,0.6412452831345063,0.594434010132526,-0.4895171124040198,-0.5052131362256883
2015-04-23,0.9999999999987549,0.642588341975264,0.5991924646383545,-0.4823303458697754,-0.5051996364862317
2015-04-24,0.9999999999988594,0.6438177757318665,0.6046157027560916,-0.4735596871964551,-0.5046804733992902
2015-04-27,0.9999999999989412,0.6447925778042211,0.60811695138205,-0.4652262880930302,-0.5015449149824416
2015-04-28,0.9999999999986601,0.6421163619746874,0.6090114842702755,-0.45393114228383513,-0.4937899994859405
2015-04-29,0.9999999999987134,0.6375604184322368,0.6079701723239137,-0.4439360506370231,-0.48499531454294986
2015-04-30,0.9999999999987299,0.6336223530810298,0.6064473844598478,-0.4352512369681189,-0.480708407944678
2015-05-01,0.9999999999986602,0.626675282982755,0.602865751251489,-0.42362459942290687,-0.4766801248048504
2015-05-05,0.9999999999983709,0.6191617876563784,0.5976053273612502,-0.4128453586205949,-0.4669574910366103
2015-05-06,0.9999999999983891,0.6106779973197947,0.5920657887860021,-0.40141312052192235,-0.4559642487156027
2015-05-07,0.9999999999983313,0.603124698355709,0.5875497375439717,-0.3909151271784957,-0.447225688392116
2015-05-08,0.9999999999981892,0.594797834807288,0.5833641312536354,-0.3781336001962854,-0.4399799988417477
2015-05-11,0.9999999999980167,0.5824718759670462,0.5744226685172852,-0.3649852737475317,-0.43029594758861683
2015-05-12,0.9999999999983883,0.5719139005474839,0.5669890835055164,-0.35382601581255624,-0.4221282447288379
2015-05-13,0.9999999999981466,0.5612052121126667,0.5599630419584418,-0.3423492182422252,-0.4118675063515284
2015-05-14,0.9999999999981566,0.5497616194376613,0.5540686912413996,-0.32886945977525056,-0.39773723100012526
2015-05-15,0.9999999999982415,0.5422440363990634,0.5519529029880242,-0.31673740086428026,-0.38684544297272205
2015-05-18,0.9999999999985076,0.5306958340428005,0.5456138996250749,-0.3049966267361403,-0.37579498196489775
2015-05-19,0.9999999999984824,0.5179654198019694,0.5375450458016526,-0.29412593227438905,-0.3677270473538304
2015-05-20,0.999999999998517,0.5059697701197363,0.5299458817333883,-0.28461678956232395,-0.3615008775973523
2015-05-21,0.9999999999984207,0.4958501667478847,0.5252301128252431,-0.27379899512609596,-0.3559136350931243
2015-05-22,0.9999999999985603,0.4859759685493662,0.519814215524479,-0.2648227448020243,-0.35231935809437803
2015-05-26,0.9999999999985689,0.4811107396757623,0.5197994912754791,-0.2566292541030993,-0.3520794782820495
2015-05-27,0.9999999999985256,0.47552316590606447,0.5200426707839054,-0.2466422915528837,-0.35164067074510474
2015-05-28,0.9999999999987064,0.47012143366572046,0.5197299662957074,-0.238193537968552,-0.35241328507359665
2015-05-29,0.9999999999984295,0.46617360537047003,0.5194285391783408,-0.23011309352093223,-0.3515856057251382
2015-06-01,0.9999999999986979,0.45854262324849876,0.5154367211583095,-0.22103113280709757,-0.34874201744279354
2015-06-02,0.9999999999985287,0.4482323067606622,0.5077078881270576,-0.2111050379872765,-0.3464621774106068
2015-06-03,0.9999999999984486,0.4347996466962053,0.4952688573808141,-0.20263785553190578,-0.34592643147647084
2015-06-04,0.9999999999985418,0.4259140494151352,0.48755550881448706,-0.1944147706753732,-0.34630870826162635
2015-06-05,0.9999999999984974,0.4127157387792143,0.47502755398640195,-0.18420010883948373,-0.3464127124388287
2015-06-08,0.9999999999982869,0.40233128324603734,0.46503164267879815,-0.17598834659686727,-0.3456073098848753
2015-06-09,0.999999999998461,0.39107052515177826,0.4530510556377394,-0.168811850679858,-0.3451941209826996
2015-06-10,0.9999999999980526,0.3727055565682081,0.4323983261921723,-0.15882074949497746,-0.34441165505726945
2015-06-11,0.9999999999984761,0.356460243049438,0.41574616736472897,-0.14684771522633525,-0.34461994560490494
2015-06-12,0.9999999999981832,0.34338119484238405,0.40212154353339646,-0.13767603896955122,-0.3444663083343947
2015-06-15,0.9999999999981135,0.3318589766346415,0.39025147322169174,-0.12906469613852362,-0.343798407125486
2015-06-16,0.9999999999980691,0.32113600321477453,0.37896964834391783,-0.12213948259240787,-0.34575737453997046
2015-06-17,0.9999999999983722,0.3096078170701061,0.3671865849556771,-0.11373107996892641,-0.3477656530866126
2015-06-18,0.9999999999982013,0.29100304804256255,0.3488024520668758,-0.1012972207837257,-0.34634426433454196
2015-06-19,0.9999999999983451,0.27553235202600446,0.3353362712242506,-0.0873141009387598,-0.3432622719462231
2015-06-22,0.9999999999984874,0.25656695020530834,0.31644734335073166,-0.0753370371132834,-0.34463018869418804
2015-06-23,0.9999999999983041,0.23290899607158552,0.29376966896378026,-0.060535307436772656,-0.34835895866968025
2015-06-24,0.9999999999982607,0.2145028221457788,0.27586660870311636,-0.0503556495686056,-0.3517381843950063
2015-06-25,0.9999999999981698,0.19643403824429387,0.25799573278281096,-0.04071781834289389,-0.3535984751291365
2015-06-26,0.9999999999981728,0.17418048274087217,0.23526394110697885,-0.028566279405498766,-0.3562401345815202
2015-06-29,0.99999999999767,0.1608696439795118,0.224892954936347,-0.01183320138430815,-0.3561768749934297
2015-06-30,0.9999999999981395,0.14504409459138776,0.21190583791847356,0.004768422254096835,-0.35797504171496664
2015-07-01,0.999999999998051,0.12845359302732126,0.19738978142556796,0.021065836582659946,-0.36496956060060765
2015-07-02,0.9999999999976087,0.11252800614297484,0.18526580550815003,0.04059513478918446,-0.3720011491953648
2015-07-06,0.9999999999977609,0.09957065252117382,0.17934552640281068,0.06473610612863676,-0.375072866544776
2015-07-07,0.9999999999976307,0.08877249950835937,0.17377456477122738,0.08030344834953271,-0.3761188834097782
2015-07-08,0.9999999999975752,0.07673599702772803,0.17041126555366054,0.10184803428568769,-0.37071747834821783
2015-07-09,0.9999999999966555,0.06329354562448052,0.16623570551334452,0.11985283254940554,-0.3701143626187946
2015-07-10,0.9999999999970836,0.04367275120413168,0.15801473981391273,0.14239337841915692,-0.3681508179795762
2015-07-13,0.9999999999965211,0.027721344301528103,0.1545619684417279,0.15709784970719992,-0.3654536978355302
2015-07-14,0.9999999999968254,0.015993310392011885,0.15743250258566832,0.16162663502616667,-0.36199259013886875
2015-07-15,0.9999999999966814,-0.0003285863318493525,0.15550482014626724,0.16653940555956737,-0.3585001710512985
2015-07-16,0.9999999999963072,-0.021917838686792358,0.1487679052086547,0.1886933606176334,-0.3588208997028833
2015-07-17,0.9999999999957635,-0.04045698825386128,0.14446169307883527,0.20830519895689703,-0.35475623691332114
2015-07-20,0.9999999999957795,-0.05968001278312137,0.13630192959557236,0.22977214221877598,-0.3512689889225367
2015-07-21,0.9999999999953181,-0.08110807365137981,0.13015381137188323,0.25833802779197923,-0.3468898868537088
2015-07-22,0.9999999999953147,-0.10256388995826618,0.12021334985878902,0.2805320436772915,-0.3466005676038193
2015-07-23,0.9999999999944074,-0.12156980687989115,0.11282076596684693,0.30097662787598717,-0.3427485577424645
2015-07-24,0.9999999999946225,-0.13916123012447495,0.10933689755113414,0.32712033796590456,-0.3320681915288693
2015-07-27,0.9999999999938236,-0.1541134719109804,0.10604694480807275,0.3487831889014312,-0.31942338030895595
2015-07-28,0.9999999999934521,-0.1717807923703658,0.09835233670345708,0.36649534838536907,-0.31599639877504
2015-07-29,0.9999999999931193,-0.18912472333033867,0.08841171711745191,0.37970453894767625,-0.32384170892090525
2015-07-30,0.9999999999932855,-0.20381978237709147,0.07840202018647086,0.38896429047743647,-0.3406979075596772
2015-07-31,0.9999999999937288,-0.21830391583382566,0.06937291979425941,0.3992705314624066,-0.35539906805086413
2015-08-03,0.9999999999935274,-0.2328420524899725,0.061322553145415806,0.4107409844455036,-0.3695369086561736
2015-08-04,0.9999999999927467,-0.24714370879666614,0.0523637443315896,0.4211991457489639,-0.38807405421896174
2015-08-05,0.9999999999918007,-0.26236096558771943,0.040525607018683546,0.4276634130357566,-0.4048141905616716
